@relation census_train

@attribute age numeric
@attribute workclass { Private, Self-emp-not-inc, Self-emp-inc, Federal-gov, Local-gov, State-gov, Without-pay, Never-worked, ? }
@attribute education-num numeric
@attribute marital-status { Married-civ-spouse, Divorced, Never-married, Separated, Widowed, Married-spouse-absent, Married-AF-spouse }
@attribute occupation { Tech-support, Craft-repair, Other-service, Sales, Exec-managerial, Prof-specialty, Handlers-cleaners, Machine-op-inspct, Adm-clerical, Farming-fishing, Transport-moving, Priv-house-serv, Protective-serv, Armed-Forces, ? }
@attribute race { White, Asian-Pac-Islander, Amer-Indian-Eskimo, Other, Black }
@attribute sex { Female, Male }
@attribute capital-gainB numeric
@attribute hours-per-week numeric
@attribute native-country { United-States, Cambodia, England, Puerto-Rico, Canada, Germany, Outlying-US(Guam-USVI-etc), India, Japan, Greece, South, China, Cuba, Iran, Honduras, Philippines, Italy, Poland, Jamaica, Vietnam, Mexico, Portugal, Ireland, France, Dominican-Republic, Laos, Ecuador, Taiwan, Haiti, Columbia, Hungary, Guatemala, Nicaragua, Scotland, Thailand, Yugoslavia, El-Salvador, Trinadad&Tobago, Peru, Hong, Holand-Netherlands, ? }
@attribute target { 1, 0 }

@data
44,Private,5,Divorced,Other-service,White,Female,0,55,Dominican-Republic,1
25,Private,13,Married-civ-spouse,Adm-clerical,White,Female,0,40,United-States,1
36,Self-emp-inc,9,Married-civ-spouse,Farming-fishing,White,Male,0,80,United-States,1
48,Private,13,Divorced,Exec-managerial,White,Female,0,48,United-States,1
29,Private,9,Married-civ-spouse,Transport-moving,White,Male,0,40,United-States,0
33,Private,13,Never-married,Craft-repair,White,Male,0,40,United-States,1
31,Private,3,Married-civ-spouse,Other-service,White,Male,0,40,Mexico,1
39,Private,14,Married-civ-spouse,Prof-specialty,White,Male,0,45,United-States,0
66,Private,9,Married-civ-spouse,Exec-managerial,White,Male,1,40,United-States,0
27,Private,13,Never-married,Prof-specialty,White,Female,0,50,United-States,0
39,Private,9,Divorced,Exec-managerial,Black,Female,1,40,United-States,0
59,Private,4,Married-civ-spouse,Craft-repair,White,Male,1,50,United-States,0
26,Private,9,Never-married,Other-service,White,Female,0,40,United-States,1
31,Private,11,Divorced,Craft-repair,White,Male,0,40,United-States,1
40,State-gov,10,Divorced,Sales,White,Female,0,40,United-States,1
23,Private,9,Never-married,Handlers-cleaners,White,Male,0,30,United-States,1
36,Local-gov,9,Divorced,Adm-clerical,White,Female,0,40,United-States,1
34,Private,10,Married-civ-spouse,Other-service,White,Female,0,12,United-States,0
32,Private,9,Married-civ-spouse,Transport-moving,White,Male,0,84,United-States,0
37,Private,13,Married-civ-spouse,Prof-specialty,Black,Male,0,50,United-States,0
27,?,10,Married-civ-spouse,?,White,Female,0,40,United-States,0
50,Self-emp-not-inc,15,Married-civ-spouse,Prof-specialty,White,Male,1,80,United-States,0
32,Federal-gov,12,Never-married,Protective-serv,Black,Male,0,40,United-States,1
28,Private,10,Married-civ-spouse,Exec-managerial,White,Male,0,50,United-States,0
37,Private,7,Married-civ-spouse,Craft-repair,White,Male,0,40,United-States,1
44,Private,10,Divorced,Craft-repair,White,Male,0,60,United-States,1
57,Private,10,Divorced,Handlers-cleaners,White,Male,0,25,United-States,1
29,Local-gov,10,Married-civ-spouse,Exec-managerial,White,Female,0,40,United-States,1
55,Private,9,Married-civ-spouse,Craft-repair,White,Male,0,50,United-States,0
43,Self-emp-inc,15,Married-civ-spouse,Prof-specialty,White,Male,0,25,United-States,0
43,Private,10,Married-civ-spouse,Sales,White,Male,0,70,United-States,1
45,Self-emp-not-inc,10,Married-civ-spouse,Sales,White,Male,0,60,United-States,0
33,Self-emp-not-inc,14,Married-civ-spouse,Prof-specialty,White,Female,0,8,United-States,1
54,Local-gov,14,Married-civ-spouse,Prof-specialty,White,Male,0,50,United-States,0
23,Private,10,Married-civ-spouse,Sales,White,Male,0,68,United-States,1
41,Private,4,Separated,Craft-repair,White,Male,0,40,Mexico,1
24,Private,9,Married-civ-spouse,Machine-op-inspct,White,Male,0,50,United-States,1
47,Self-emp-not-inc,13,Married-civ-spouse,Sales,White,Male,0,44,United-States,1
33,Private,10,Never-married,Exec-managerial,White,Male,0,45,United-States,1
20,?,9,Never-married,?,White,Male,0,40,United-States,1
28,Private,13,Married-civ-spouse,Prof-specialty,Asian-Pac-Islander,Female,0,40,United-States,1
24,Private,9,Never-married,Exec-managerial,Asian-Pac-Islander,Female,0,40,South,1
73,?,10,Married-civ-spouse,?,White,Male,0,10,United-States,1
23,Private,9,Never-married,Craft-repair,White,Male,0,15,United-States,1
43,Self-emp-not-inc,9,Married-civ-spouse,Exec-managerial,Black,Male,0,40,United-States,0
26,Private,13,Divorced,Tech-support,White,Female,0,40,United-States,1
58,Self-emp-not-inc,16,Married-AF-spouse,Exec-managerial,White,Female,0,35,United-States,0
52,Private,9,Widowed,Adm-clerical,Black,Female,0,35,United-States,1
29,Private,7,Married-civ-spouse,Transport-moving,White,Male,0,99,United-States,0
47,Private,7,Married-civ-spouse,Other-service,White,Male,0,35,Columbia,1
49,Private,9,Divorced,Adm-clerical,Black,Female,0,37,United-States,1
40,Private,7,Widowed,Adm-clerical,White,Female,0,40,United-States,1
54,Private,10,Married-civ-spouse,Tech-support,White,Male,0,18,United-States,0
49,Private,9,Married-civ-spouse,Exec-managerial,White,Male,0,55,United-States,0
50,Private,13,Divorced,Prof-specialty,White,Female,0,50,United-States,0
31,Private,9,Never-married,Transport-moving,Black,Male,0,40,United-States,1
48,Local-gov,14,Never-married,Prof-specialty,White,Female,0,50,United-States,1
24,Private,9,Never-married,Craft-repair,White,Female,0,40,United-States,1
41,?,9,Never-married,?,White,Female,0,40,United-States,1
37,Private,9,Separated,Machine-op-inspct,Asian-Pac-Islander,Male,0,60,United-States,1
45,Private,13,Married-civ-spouse,Exec-managerial,Asian-Pac-Islander,Male,0,45,Japan,0
63,?,9,Married-civ-spouse,?,White,Male,0,16,United-States,1
36,Private,14,Married-civ-spouse,Exec-managerial,Asian-Pac-Islander,Male,0,45,India,1
45,Private,13,Married-civ-spouse,Exec-managerial,White,Male,0,40,United-States,1
41,Private,13,Never-married,Sales,White,Female,0,40,United-States,1
26,Private,12,Never-married,Tech-support,White,Female,0,20,United-States,1
17,Private,7,Never-married,Sales,White,Female,0,25,United-States,1
27,Private,9,Married-civ-spouse,Other-service,White,Male,0,36,?,1
43,Private,9,Married-civ-spouse,Machine-op-inspct,White,Male,0,65,United-States,1
35,Private,9,Never-married,Transport-moving,White,Male,0,55,United-States,1
38,Private,13,Divorced,Adm-clerical,White,Female,0,40,United-States,1
26,Private,9,Never-married,Machine-op-inspct,White,Male,0,40,United-States,1
28,Private,10,Never-married,Exec-managerial,White,Female,0,40,United-States,1
38,Private,13,Married-civ-spouse,Prof-specialty,White,Female,0,24,United-States,0
36,Private,7,Divorced,Transport-moving,White,Female,0,40,United-States,1
33,Private,9,Married-civ-spouse,Adm-clerical,White,Female,0,40,United-States,0
19,Private,9,Never-married,Handlers-cleaners,White,Male,0,70,United-States,1
29,Private,10,Married-civ-spouse,Exec-managerial,White,Male,0,70,Mexico,1
42,Federal-gov,6,Married-civ-spouse,Adm-clerical,White,Male,0,40,Mexico,1
50,Private,6,Married-civ-spouse,Transport-moving,White,Male,0,40,United-States,0
30,Private,9,Married-civ-spouse,Handlers-cleaners,White,Male,0,30,United-States,1
37,State-gov,10,Married-civ-spouse,Prof-specialty,Asian-Pac-Islander,Male,0,40,Cambodia,1
54,Self-emp-inc,15,Married-civ-spouse,Prof-specialty,White,Male,1,40,United-States,0
20,?,10,Never-married,?,White,Female,0,40,United-States,1
65,Private,2,Married-civ-spouse,Handlers-cleaners,Other,Male,0,40,?,1
33,Private,9,Divorced,Craft-repair,White,Female,0,40,United-States,1
25,Private,10,Never-married,Tech-support,White,Male,0,40,United-States,1
24,Private,13,Never-married,Sales,White,Male,0,45,United-States,1
26,Private,11,Separated,Adm-clerical,Black,Female,0,40,United-States,1
39,Private,9,Separated,Adm-clerical,White,Male,0,40,United-States,0
59,Private,9,Divorced,Other-service,White,Female,0,40,United-States,1
29,Private,10,Never-married,Adm-clerical,White,Female,0,40,United-States,1
47,Private,7,Never-married,Other-service,White,Female,0,45,United-States,1
23,?,10,Never-married,?,White,Female,0,35,United-States,1
64,Self-emp-inc,9,Married-civ-spouse,Transport-moving,White,Male,0,50,United-States,1
21,Private,9,Never-married,Other-service,Other,Male,0,20,United-States,1
32,Private,10,Married-civ-spouse,Adm-clerical,Black,Female,0,40,United-States,0
26,Private,9,Never-married,Exec-managerial,Black,Female,0,37,United-States,1
19,?,10,Never-married,?,Black,Female,0,20,United-States,1
62,Self-emp-not-inc,14,Married-civ-spouse,Prof-specialty,White,Male,0,40,United-States,1
32,Private,13,Married-civ-spouse,Craft-repair,White,Male,0,55,United-States,0
75,?,6,Married-spouse-absent,?,White,Female,0,5,United-States,1
45,Self-emp-not-inc,9,Married-civ-spouse,Exec-managerial,White,Male,0,60,United-States,1
31,Private,13,Married-civ-spouse,Exec-managerial,White,Male,0,50,United-States,0
32,Private,9,Married-civ-spouse,Adm-clerical,White,Male,0,40,United-States,1
21,Self-emp-not-inc,4,Never-married,Craft-repair,White,Male,0,40,United-States,1
25,Private,13,Never-married,Sales,White,Female,0,40,United-States,1
41,Self-emp-not-inc,9,Married-civ-spouse,Exec-managerial,White,Male,0,60,United-States,1
18,Private,10,Never-married,Sales,White,Female,0,20,United-States,1
44,Private,16,Married-civ-spouse,Prof-specialty,White,Male,0,55,United-States,0
40,Private,10,Married-civ-spouse,Exec-managerial,White,Male,0,50,United-States,1
27,Private,13,Never-married,Prof-specialty,White,Male,0,40,United-States,1
23,Private,13,Never-married,Adm-clerical,White,Male,0,40,United-States,1
21,Private,10,Never-married,Adm-clerical,Other,Male,0,40,United-States,1
37,State-gov,9,Married-civ-spouse,Transport-moving,White,Male,0,40,United-States,1
53,Private,9,Separated,Transport-moving,White,Male,0,30,United-States,1
43,Federal-gov,14,Married-civ-spouse,Prof-specialty,White,Male,0,40,United-States,0
45,Private,9,Never-married,Adm-clerical,White,Male,0,44,United-States,1
24,State-gov,13,Never-married,Exec-managerial,White,Female,0,40,United-States,1
24,Private,10,Never-married,Machine-op-inspct,White,Male,0,42,United-States,1
19,Local-gov,10,Never-married,Protective-serv,White,Male,0,35,United-States,1
42,Private,13,Married-civ-spouse,Adm-clerical,Asian-Pac-Islander,Male,0,40,Philippines,0
24,Private,9,Never-married,Adm-clerical,White,Female,0,35,United-States,1
34,Private,10,Married-civ-spouse,Machine-op-inspct,White,Male,0,40,Germany,1
46,Private,9,Married-civ-spouse,Other-service,Black,Male,0,40,United-States,1
36,Private,9,Married-civ-spouse,Craft-repair,White,Male,0,40,Puerto-Rico,1
39,Private,13,Married-civ-spouse,Sales,White,Male,0,60,United-States,1
44,Self-emp-not-inc,4,Married-civ-spouse,Craft-repair,White,Male,0,38,United-States,1
64,Private,13,Divorced,Exec-managerial,White,Male,1,50,United-States,0
32,State-gov,7,Never-married,Protective-serv,White,Male,0,40,United-States,1
47,Federal-gov,14,Married-civ-spouse,Exec-managerial,Black,Male,0,40,United-States,0
17,Local-gov,5,Never-married,Other-service,White,Male,0,45,United-States,1
32,Private,11,Married-civ-spouse,Other-service,White,Male,0,40,United-States,1
19,Private,9,Never-married,Handlers-cleaners,White,Male,0,40,United-States,1
19,?,10,Never-married,?,White,Female,0,20,United-States,1
28,State-gov,14,Divorced,Prof-specialty,White,Male,0,10,?,1
28,Private,9,Divorced,Sales,White,Male,0,50,United-States,1
39,Federal-gov,14,Never-married,Prof-specialty,White,Male,0,40,Poland,0
21,Private,10,Never-married,Other-service,White,Male,0,40,United-States,1
73,Self-emp-not-inc,10,Widowed,Farming-fishing,White,Female,0,75,United-States,1
36,Private,9,Divorced,Exec-managerial,White,Male,0,52,United-States,1
25,Private,10,Never-married,Machine-op-inspct,White,Male,0,40,United-States,1
31,Private,10,Married-AF-spouse,Sales,White,Female,0,20,United-States,1
51,Private,10,Divorced,Sales,White,Female,0,32,United-States,1
39,Private,13,Married-civ-spouse,Adm-clerical,White,Female,0,28,United-States,1
31,Private,13,Divorced,Handlers-cleaners,White,Male,0,40,United-States,1
21,Private,10,Never-married,Sales,Black,Male,0,17,United-States,1
46,Private,13,Divorced,Exec-managerial,White,Male,1,50,United-States,0
73,Private,9,Divorced,Exec-managerial,White,Female,0,35,United-States,1
41,Private,9,Divorced,Craft-repair,White,Male,0,40,United-States,1
20,Private,9,Never-married,Transport-moving,White,Male,0,40,United-States,1
27,Private,12,Never-married,Other-service,White,Male,0,30,United-States,1
24,Private,13,Never-married,Prof-specialty,White,Male,0,35,United-States,1
25,Private,7,Never-married,Machine-op-inspct,Black,Female,0,40,United-States,1
39,Private,11,Never-married,Machine-op-inspct,White,Male,0,40,United-States,1
27,Private,13,Never-married,Handlers-cleaners,White,Male,0,28,United-States,1
33,Private,7,Married-civ-spouse,Sales,White,Male,0,60,United-States,1
33,Private,9,Married-civ-spouse,Handlers-cleaners,Amer-Indian-Eskimo,Male,0,40,United-States,1
36,State-gov,5,Married-civ-spouse,Craft-repair,Black,Male,0,40,United-States,1
55,Private,10,Married-civ-spouse,Exec-managerial,White,Male,0,36,United-States,1
19,Private,10,Never-married,Machine-op-inspct,White,Male,0,40,United-States,1
35,Private,9,Never-married,Exec-managerial,White,Male,0,60,United-States,1
34,Private,3,Never-married,Machine-op-inspct,Asian-Pac-Islander,Male,0,40,Laos,1
62,State-gov,15,Divorced,Prof-specialty,White,Female,0,35,United-States,1
33,Self-emp-not-inc,10,Married-civ-spouse,Craft-repair,White,Male,0,40,United-States,0
39,Private,5,Married-civ-spouse,Craft-repair,White,Male,0,55,Mexico,1
36,Local-gov,10,Married-civ-spouse,Tech-support,White,Male,0,40,United-States,1
41,Private,13,Divorced,Adm-clerical,White,Female,0,33,United-States,1
41,Private,9,Separated,Handlers-cleaners,Black,Male,0,40,United-States,1
38,?,9,Married-civ-spouse,?,White,Female,0,10,United-States,0
18,Private,9,Never-married,Adm-clerical,White,Female,0,10,United-States,1
61,Private,10,Married-civ-spouse,Exec-managerial,White,Male,1,45,United-States,0
20,Federal-gov,11,Never-married,Adm-clerical,White,Female,0,36,United-States,1
35,Self-emp-not-inc,9,Married-civ-spouse,Transport-moving,White,Male,0,65,United-States,0
27,Private,9,Never-married,Machine-op-inspct,White,Male,0,40,United-States,1
66,Private,6,Widowed,Other-service,White,Female,0,38,United-States,1
21,Private,9,Never-married,Transport-moving,Black,Male,0,40,United-States,1
20,Private,10,Never-married,Other-service,White,Female,0,18,United-States,1
34,Private,10,Divorced,Adm-clerical,White,Male,0,40,United-States,1
63,Private,3,Never-married,Priv-house-serv,White,Female,0,50,?,1
20,?,9,Never-married,?,White,Male,0,40,United-States,1
31,Private,9,Separated,Tech-support,White,Female,0,40,United-States,1
41,Private,16,Married-civ-spouse,Prof-specialty,White,Male,0,60,United-States,1
64,State-gov,2,Married-civ-spouse,Farming-fishing,Other,Male,0,45,Columbia,1
32,Private,13,Never-married,Exec-managerial,White,Female,0,40,United-States,1
30,Local-gov,9,Married-civ-spouse,Transport-moving,White,Male,0,50,United-States,0
36,Self-emp-not-inc,13,Married-civ-spouse,Farming-fishing,White,Male,0,72,United-States,1
22,Private,10,Never-married,Farming-fishing,White,Male,0,12,United-States,1
53,Local-gov,10,Married-civ-spouse,Exec-managerial,White,Male,0,50,United-States,1
50,Private,9,Widowed,Adm-clerical,Amer-Indian-Eskimo,Female,0,40,United-States,1
36,Private,13,Married-civ-spouse,Exec-managerial,White,Male,0,40,United-States,1
41,Self-emp-inc,7,Married-civ-spouse,Exec-managerial,White,Male,0,40,United-States,1
55,Private,13,Never-married,Exec-managerial,White,Female,0,35,United-States,1
38,Private,13,Married-civ-spouse,Sales,White,Male,1,50,United-States,0
28,Private,13,Never-married,Exec-managerial,Black,Male,0,50,United-States,1
24,Local-gov,13,Never-married,Prof-specialty,White,Female,0,37,United-States,1
60,Private,10,Divorced,Adm-clerical,White,Female,0,40,United-States,1
54,Private,6,Married-civ-spouse,Other-service,Black,Male,0,40,United-States,1
27,Self-emp-inc,9,Married-civ-spouse,Craft-repair,White,Male,0,60,United-States,1
30,Private,14,Married-civ-spouse,Prof-specialty,White,Female,0,30,United-States,1
22,Private,10,Never-married,Tech-support,White,Male,0,40,United-States,1
44,Private,10,Married-civ-spouse,Craft-repair,White,Male,1,40,United-States,0
52,Private,9,Married-civ-spouse,Transport-moving,White,Male,0,60,United-States,0
18,Private,7,Never-married,Other-service,White,Male,0,20,United-States,1
55,Private,4,Married-civ-spouse,Transport-moving,White,Male,0,50,United-States,1
35,Private,13,Married-civ-spouse,Prof-specialty,White,Male,0,50,United-States,0
37,Private,13,Divorced,Exec-managerial,White,Female,0,40,United-States,0
22,Private,10,Never-married,Adm-clerical,White,Female,0,40,United-States,1
45,Private,13,Married-civ-spouse,Exec-managerial,White,Male,0,45,England,0
38,Private,13,Married-civ-spouse,Farming-fishing,White,Male,0,60,United-States,1
48,Private,13,Married-civ-spouse,Prof-specialty,White,Male,0,40,United-States,1
35,Private,11,Married-civ-spouse,Other-service,White,Male,0,40,United-States,1
21,Private,11,Married-civ-spouse,Craft-repair,White,Male,0,50,United-States,1
20,?,7,Never-married,?,White,Male,0,40,El-Salvador,1
47,Self-emp-inc,15,Married-civ-spouse,Prof-specialty,White,Male,0,45,United-States,0
26,Private,6,Divorced,Machine-op-inspct,White,Male,0,35,United-States,1
48,Self-emp-inc,13,Married-civ-spouse,Craft-repair,White,Male,0,50,United-States,1
51,Private,10,Separated,Adm-clerical,Black,Male,1,40,United-States,0
21,Private,10,Never-married,Other-service,White,Male,0,20,United-States,1
32,State-gov,13,Married-civ-spouse,Farming-fishing,White,Male,0,40,United-States,0
39,Self-emp-not-inc,13,Married-civ-spouse,Other-service,White,Male,0,60,United-States,1
51,Private,13,Married-civ-spouse,Prof-specialty,White,Male,0,40,United-States,0
54,Private,13,Married-civ-spouse,Sales,White,Male,0,50,United-States,1
21,Private,10,Never-married,Prof-specialty,White,Female,0,25,United-States,1
43,Private,9,Separated,Adm-clerical,Black,Female,0,40,United-States,1
32,Private,10,Never-married,Adm-clerical,White,Female,0,40,United-States,1
31,State-gov,14,Married-civ-spouse,Prof-specialty,White,Male,0,35,United-States,0
73,?,9,Married-civ-spouse,?,White,Male,0,8,United-States,1
19,Private,9,Never-married,Handlers-cleaners,White,Male,0,70,United-States,1
35,Private,9,Never-married,Craft-repair,White,Male,0,40,United-States,1
73,Private,3,Married-civ-spouse,Exec-managerial,White,Male,0,54,United-States,0
25,Self-emp-not-inc,13,Never-married,Sales,White,Female,0,40,United-States,1
58,Self-emp-not-inc,11,Married-civ-spouse,Farming-fishing,White,Male,0,65,United-States,1
32,Private,9,Separated,Other-service,White,Female,0,37,United-States,1
28,Private,13,Married-civ-spouse,Prof-specialty,White,Male,0,40,United-States,1
41,Self-emp-not-inc,14,Never-married,Sales,White,Female,0,30,United-States,1
53,Self-emp-not-inc,9,Married-civ-spouse,Craft-repair,White,Male,0,48,United-States,1
49,Private,9,Separated,Adm-clerical,White,Female,0,35,United-States,1
55,Private,13,Married-civ-spouse,Prof-specialty,White,Male,0,40,United-States,0
29,Private,10,Married-civ-spouse,Adm-clerical,White,Female,1,50,United-States,0
28,Self-emp-not-inc,11,Married-civ-spouse,Farming-fishing,White,Male,0,80,United-States,1
44,Private,9,Married-civ-spouse,Craft-repair,White,Male,0,45,United-States,1
41,Private,14,Married-civ-spouse,Exec-managerial,White,Male,0,45,United-States,0
26,Private,11,Married-civ-spouse,Sales,White,Male,0,45,United-States,0
23,Private,9,Married-civ-spouse,Sales,White,Male,0,40,United-States,0
37,Self-emp-not-inc,13,Married-civ-spouse,Prof-specialty,White,Female,0,40,Germany,0
23,Private,13,Never-married,Prof-specialty,White,Male,1,50,United-States,0
33,Private,10,Never-married,Other-service,Black,Female,0,40,United-States,1
44,Private,9,Never-married,Craft-repair,White,Male,0,40,United-States,0
21,Private,10,Never-married,Protective-serv,White,Male,0,30,United-States,1
36,Private,7,Married-civ-spouse,Exec-managerial,White,Male,0,40,Cuba,1
44,Local-gov,13,Married-civ-spouse,Adm-clerical,White,Male,1,40,United-States,1
23,Private,9,Never-married,Other-service,Black,Female,0,40,United-States,1
26,Private,9,Divorced,Exec-managerial,White,Male,0,40,United-States,1
32,Private,3,Never-married,Other-service,White,Male,0,40,Mexico,1
31,Private,10,Married-civ-spouse,Handlers-cleaners,White,Male,0,40,United-States,0
50,Local-gov,9,Separated,Exec-managerial,Black,Female,1,35,United-States,1
